user,pool,block,position,token0,token1,lpvalue
0x679f94b107c73b9d5c7ee4561ed21aa29a416815,0x49384ba5a4f047e0466e5e799386e45fd5bd53a4,5292889,1,0.004499294802587775,13.514428,13.5144
